row,rt,stimulus,key_press,trial_type,trial_index,time_elapsed,subject_id,condition,correct,target_present,center
42,2142.54,NULL,65,visual-search-circle,41,141687,5c9c77127bc68a00124cedcc,3,1,true,cross
43,2027.53,NULL,76,visual-search-circle,42,145023,5c9c77127bc68a00124cedcc,3,,true,cross
44,1482.35,NULL,65,visual-search-circle,43,147814,5c9c77127bc68a00124cedcc,3,1,true,cross
45,2240.67,NULL,76,visual-search-circle,44,151363,5c9c77127bc68a00124cedcc,3,1,false,cross
46,2084.53,NULL,65,visual-search-circle,45,154756,5c9c77127bc68a00124cedcc,3,1,true,cross
47,1153.08,NULL,65,visual-search-circle,46,157217,5c9c77127bc68a00124cedcc,3,1,true,cross
48,2115.61,NULL,76,visual-search-circle,47,160639,5c9c77127bc68a00124cedcc,3,1,false,cross
49,2124.77,NULL,76,visual-search-circle,48,164072,5c9c77127bc68a00124cedcc,3,1,false,cross
50,1348.08,NULL,65,visual-search-circle,49,166729,5c9c77127bc68a00124cedcc,3,1,true,cross
51,1534.82,NULL,65,visual-search-circle,50,169571,5c9c77127bc68a00124cedcc,3,1,true,cross
52,2313.81,NULL,65,visual-search-circle,51,173193,5c9c77127bc68a00124cedcc,3,1,true,cross
53,2313.88,NULL,76,visual-search-circle,52,176814,5c9c77127bc68a00124cedcc,3,1,false,cross
54,915.13,NULL,65,visual-search-circle,53,179037,5c9c77127bc68a00124cedcc,3,1,true,cross
55,2517.71,NULL,76,visual-search-circle,54,182863,5c9c77127bc68a00124cedcc,3,1,false,cross
56,3587.79,NULL,76,visual-search-circle,55,187759,5c9c77127bc68a00124cedcc,3,1,false,cross
57,1687.19,NULL,76,visual-search-circle,56,190756,5c9c77127bc68a00124cedcc,3,1,false,cross
58,1453.57,NULL,76,visual-search-circle,57,193518,5c9c77127bc68a00124cedcc,3,,true,cross
59,1918.31,NULL,76,visual-search-circle,58,196745,5c9c77127bc68a00124cedcc,3,1,false,cross
60,1709.3,NULL,76,visual-search-circle,59,199764,5c9c77127bc68a00124cedcc,3,1,false,cross
61,2318.35,NULL,76,visual-search-circle,60,203390,5c9c77127bc68a00124cedcc,3,1,false,cross
62,1604.57,NULL,76,visual-search-circle,61,206303,5c9c77127bc68a00124cedcc,3,,true,cross
63,1681.06,NULL,65,visual-search-circle,62,209293,5c9c77127bc68a00124cedcc,3,1,true,cross
64,12863.3,"<div style='width:800px;'><p>In this set of trials, the mismatching symbol will be presented to you in the center of the screen. You can use it as a reference to find the target.</p><p>Please focus your gaze on the symbol in the center until the symbol set is presented.</p><p>Press any key to continue.</p></div>",65,html-keyboard-response,63,222458,5c9c77127bc68a00124cedcc,3,NULL,NULL,NULL
65,6108.48,"<p>Now you will complete three trials for practice.</p><p>Press the A key if one of the symbols does not match and the L key if they all match.</p><p>Press any key when you are ready to begin.</p>",65,html-keyboard-response,64,228566,5c9c77127bc68a00124cedcc,3,NULL,NULL,NULL
66,2022.81,NULL,65,visual-search-circle,65,231597,5c9c77127bc68a00124cedcc,3,1,true,oddball
67,2220.67,NULL,76,visual-search-circle,66,235125,5c9c77127bc68a00124cedcc,3,,true,oddball
68,1788.76,NULL,65,visual-search-circle,67,238221,5c9c77127bc68a00124cedcc,3,1,true,oddball
69,5037.21,"<p>Now you will proceed to the test trials.</p><p>Press the A key if one of the symbols does not match and the L key if they all match.</p><p>Press any key when you are ready to begin.</p>",65,html-keyboard-response,68,243560,5c9c77127bc68a00124cedcc,3,NULL,NULL,NULL
70,1294.48,NULL,76,visual-search-circle,69,245863,5c9c77127bc68a00124cedcc,3,,true,oddball
71,1497.95,NULL,65,visual-search-circle,70,248669,5c9c77127bc68a00124cedcc,3,1,true,oddball
72,1782.52,NULL,65,visual-search-circle,71,251760,5c9c77127bc68a00124cedcc,3,,false,oddball
73,765.44,NULL,65,visual-search-circle,72,253835,5c9c77127bc68a00124cedcc,3,1,true,oddball
74,1536.49,NULL,65,visual-search-circle,73,256679,5c9c77127bc68a00124cedcc,3,,false,oddball
75,2772.13,NULL,65,visual-search-circle,74,260759,5c9c77127bc68a00124cedcc,3,1,true,oddball
76,4693.97,NULL,65,visual-search-circle,75,266763,5c9c77127bc68a00124cedcc,3,1,true,oddball
77,4845.42,NULL,76,visual-search-circle,76,272917,5c9c77127bc68a00124cedcc,3,,true,oddball
78,6213.33,NULL,76,visual-search-circle,77,280437,5c9c77127bc68a00124cedcc,3,1,false,oddball
79,5716.2,NULL,65,visual-search-circle,78,287463,5c9c77127bc68a00124cedcc,3,1,true,oddball
80,4402.05,NULL,65,visual-search-circle,79,293173,5c9c77127bc68a00124cedcc,3,,false,oddball
81,3085.19,NULL,76,visual-search-circle,80,297564,5c9c77127bc68a00124cedcc,3,1,false,oddball
82,4191.65,NULL,65,visual-search-circle,81,303063,5c9c77127bc68a00124cedcc,3,,false,oddball
83,2741.33,NULL,76,visual-search-circle,82,307112,5c9c77127bc68a00124cedcc,3,,true,oddball
84,4357.08,NULL,65,visual-search-circle,83,312778,5c9c77127bc68a00124cedcc,3,,false,oddball
85,3481.66,NULL,76,visual-search-circle,84,317567,5c9c77127bc68a00124cedcc,3,1,false,oddball
86,2947.5,NULL,76,visual-search-circle,85,321822,5c9c77127bc68a00124cedcc,3,,true,oddball
87,2472.14,NULL,76,visual-search-circle,86,325604,5c9c77127bc68a00124cedcc,3,1,false,oddball
88,2769.45,NULL,76,visual-search-circle,87,329681,5c9c77127bc68a00124cedcc,3,1,false,oddball
89,1906.37,NULL,65,visual-search-circle,88,332895,5c9c77127bc68a00124cedcc,3,1,true,oddball
90,2347.48,NULL,65,visual-search-circle,89,336550,5c9c77127bc68a00124cedcc,3,,false,oddball
91,2369.89,NULL,76,visual-search-circle,90,340229,5c9c77127bc68a00124cedcc,3,1,false,oddball
92,3032.35,NULL,65,visual-search-circle,91,344570,5c9c77127bc68a00124cedcc,3,,false,oddball
93,1774.08,NULL,65,visual-search-circle,92,347652,5c9c77127bc68a00124cedcc,3,1,true,oddball
94,1394.56,NULL,65,visual-search-circle,93,350354,5c9c77127bc68a00124cedcc,3,1,true,oddball
95,3297.09,NULL,76,visual-search-circle,94,354959,5c9c77127bc68a00124cedcc,3,,true,oddball
96,10080.3,"<div style='width:800px;'><p>Now the symbols will switch, where the target symbol will now be the nontarget and vice versa.</p><p>The rest of the procedure will remain the same for the next chunk of trials, so please continue to press the A key if one of the symbols does not match and the L key if they are all the same.</p><p>Press any key when you are ready to continue.</p></div>",65,html-keyboard-response,95,365341,5c9c77127bc68a00124cedcc,3,NULL,NULL,NULL
97,2875.14,NULL,65,visual-search-circle,96,369224,5c9c77127bc68a00124cedcc,3,1,true,oddball
98,3404.38,NULL,65,visual-search-circle,97,373937,5c9c77127bc68a00124cedcc,3,1,true,oddball
99,4248.43,NULL,76,visual-search-circle,98,379493,5c9c77127bc68a00124cedcc,3,1,false,oddball
100,949.415,NULL,76,visual-search-circle,99,381750,5c9c77127bc68a00124cedcc,3,,true,oddball
101,3043.64,NULL,65,visual-search-circle,100,386101,5c9c77127bc68a00124cedcc,3,1,true,oddball
102,1992.31,NULL,76,visual-search-circle,101,389402,5c9c77127bc68a00124cedcc,3,1,false,oddball
103,1920.83,NULL,76,visual-search-circle,102,392632,5c9c77127bc68a00124cedcc,3,,true,oddball
104,2740.39,NULL,76,visual-search-circle,103,396679,5c9c77127bc68a00124cedcc,3,1,false,oddball
105,3632.41,NULL,76,visual-search-circle,104,401620,5c9c77127bc68a00124cedcc,3,1,false,oddball
106,990.515,NULL,65,visual-search-circle,105,403919,5c9c77127bc68a00124cedcc,3,1,true,oddball
107,2692.81,NULL,76,visual-search-circle,106,407920,5c9c77127bc68a00124cedcc,3,1,false,oddball
108,881.6,NULL,65,visual-search-circle,107,410110,5c9c77127bc68a00124cedcc,3,1,true,oddball
109,2756.24,NULL,76,visual-search-circle,108,414174,5c9c77127bc68a00124cedcc,3,1,false,oddball
110,1900.29,NULL,65,visual-search-circle,109,417381,5c9c77127bc68a00124cedcc,3,1,true,oddball
111,2207.44,NULL,65,visual-search-circle,110,420896,5c9c77127bc68a00124cedcc,3,1,true,oddball
112,3077.33,NULL,76,visual-search-circle,111,425282,5c9c77127bc68a00124cedcc,3,1,false,oddball
113,2221.21,NULL,65,visual-search-circle,112,428811,5c9c77127bc68a00124cedcc,3,,false,oddball
114,2462.45,NULL,65,visual-search-circle,113,432581,5c9c77127bc68a00124cedcc,3,1,true,oddball
115,2463.36,NULL,76,visual-search-circle,114,436352,5c9c77127bc68a00124cedcc,3,1,false,oddball
116,2360.21,NULL,76,visual-search-circle,115,440021,5c9c77127bc68a00124cedcc,3,1,false,oddball
117,2225.73,NULL,65,visual-search-circle,116,443555,5c9c77127bc68a00124cedcc,3,1,true,oddball
118,3714.86,NULL,65,visual-search-circle,117,448579,5c9c77127bc68a00124cedcc,3,,false,oddball
119,2012.23,NULL,76,visual-search-circle,118,451900,5c9c77127bc68a00124cedcc,3,1,false,oddball
120,3270.38,NULL,65,visual-search-circle,119,456479,5c9c77127bc68a00124cedcc,3,1,true,oddball
121,3745.33,NULL,76,visual-search-circle,120,461533,5c9c77127bc68a00124cedcc,3,1,false,oddball
122,2963.54,NULL,65,visual-search-circle,121,465805,5c9c77127bc68a00124cedcc,3,1,true,oddball
123,12327.9,"<div style='width:800px;'><p>The stimuli used in this experiment could have been conceptualized as alpha-numeric symbols such as rotated 2s and 5s or Us and Ns. In your trials, did you use any alpha-numeric symbols such as these to help you identify the symbols?</p><p>Press the key A for Yes. Press the key L for No. </p></div>",65,html-keyboard-response,122,478434,5c9c77127bc68a00124cedcc,3,NULL,NULL,NULL
124,2421.83,"<p>Welcome to the experiment. Press any key to get started.</p>",71,html-keyboard-response,0,2424,5e95f0222ba0220532d5d682,3,NULL,NULL,NULL
125,9548.99,"<div style='width:800px;'><p>You will see a set of 10 symbols arranged in a circle.</p> <p>Sometimes all of the symbols will match. Other times one of the symbols will be different than the others.</p><p>Press the A key when one symbol is different. Press the L key when all symbols are the same.</p><p>Press any key to continue.</p></div>",76,html-keyboard-response,1,11974,5e95f0222ba0220532d5d682,3,NULL,NULL,NULL
126,3156.95,display1.jpg,65,image-keyboard-response,2,15132,5e95f0222ba0220532d5d682,3,NULL,NULL,NULL
127,1876.91,display2.jpg,76,image-keyboard-response,3,17009,5e95f0222ba0220532d5d682,3,NULL,NULL,NULL
128,12104.4,"<div style='width:800px;'><p>In this set of trials, a fixation cross will be presented to you in the center of the screen.</p><p>Please focus your gaze on the fixation cross in the center until the symbol set is presented.</p><p>Press any key to continue.</p></div>",76,html-keyboard-response,4,29115,5e95f0222ba0220532d5d682,3,NULL,NULL,NULL
129,9838.89,"<p>Now you will complete three trials for practice.</p><p>Press the A key if one of the symbols does not match and the L key if they all match.</p><p>Press any key when you are ready to begin.</p>",76,html-keyboard-response,5,38954,5e95f0222ba0220532d5d682,3,NULL,NULL,NULL
130,6767.62,NULL,76,visual-search-circle,6,46741,5e95f0222ba0220532d5d682,3,1,false,cross
131,6075.67,NULL,76,visual-search-circle,7,54136,5e95f0222ba0220532d5d682,3,1,false,cross
132,6718.33,NULL,76,visual-search-circle,8,62169,5e95f0222ba0220532d5d682,3,1,false,cross
133,3865.85,"<p>Now you will proceed to the test trials.</p><p>Press the A key if one of the symbols does not match and the L key if they all match.</p><p>Press any key when you are ready to begin.</p>",76,html-keyboard-response,9,66343,5e95f0222ba0220532d5d682,3,NULL,NULL,NULL
134,2191.25,NULL,65,visual-search-circle,10,69550,5e95f0222ba0220532d5d682,3,1,true,cross
135,3984.6,NULL,65,visual-search-circle,11,74854,5e95f0222ba0220532d5d682,3,1,true,cross
136,4472.83,NULL,76,visual-search-circle,12,80643,5e95f0222ba0220532d5d682,3,1,false,cross
137,3420.42,NULL,65,visual-search-circle,13,85379,5e95f0222ba0220532d5d682,3,1,true,cross
138,2433.83,NULL,65,visual-search-circle,14,89138,5e95f0222ba0220532d5d682,3,1,true,cross
139,4240.83,NULL,76,visual-search-circle,15,94722,5e95f0222ba0220532d5d682,3,1,false,cross
140,3904.04,NULL,76,visual-search-circle,16,99949,5e95f0222ba0220532d5d682,3,1,false,cross
141,2402.91,NULL,65,visual-search-circle,17,103679,5e95f0222ba0220532d5d682,3,1,true,cross
142,4813.56,NULL,76,visual-search-circle,18,109813,5e95f0222ba0220532d5d682,3,1,false,cross
143,4143.86,NULL,76,visual-search-circle,19,115268,5e95f0222ba0220532d5d682,3,1,false,cross
144,1842.62,NULL,65,visual-search-circle,20,118425,5e95f0222ba0220532d5d682,3,1,true,cross
145,1749.67,NULL,65,visual-search-circle,21,121493,5e95f0222ba0220532d5d682,3,1,true,cross
146,3964.04,NULL,76,visual-search-circle,22,126774,5e95f0222ba0220532d5d682,3,1,false,cross
147,2155.59,NULL,65,visual-search-circle,23,130258,5e95f0222ba0220532d5d682,3,1,true,cross
148,3622.38,NULL,76,visual-search-circle,24,135200,5e95f0222ba0220532d5d682,3,1,false,cross
149,3820.61,NULL,76,visual-search-circle,25,140345,5e95f0222ba0220532d5d682,3,1,false,cross
150,5906.87,NULL,76,visual-search-circle,26,147564,5e95f0222ba0220532d5d682,3,1,false,cross
151,4757.46,NULL,76,visual-search-circle,27,153641,5e95f0222ba0220532d5d682,3,1,false,cross
152,4885.25,NULL,76,visual-search-circle,28,159850,5e95f0222ba0220532d5d682,3,1,false,cross
153,2899.15,NULL,65,visual-search-circle,29,164071,5e95f0222ba0220532d5d682,3,1,true,cross
154,1463.59,NULL,65,visual-search-circle,30,166854,5e95f0222ba0220532d5d682,3,1,true,cross
155,2926.13,NULL,65,visual-search-circle,31,171096,5e95f0222ba0220532d5d682,3,1,true,cross
156,3172.11,NULL,65,visual-search-circle,32,175597,5e95f0222ba0220532d5d682,3,1,true,cross
157,3928.97,NULL,76,visual-search-circle,33,180840,5e95f0222ba0220532d5d682,3,1,false,cross
158,1091.66,NULL,65,visual-search-circle,34,183244,5e95f0222ba0220532d5d682,3,1,true,cross
159,7481.27,NULL,76,visual-search-circle,35,192039,5e95f0222ba0220532d5d682,3,1,false,cross
160,14298.9,"<div style='width:800px;'><p>Now the symbols will switch, where the target symbol will now be the nontarget and vice versa.</p><p>The rest of the procedure will remain the same for the next chunk of trials, so please continue to press the A key if one of the symbols does not match and the L key if they are all the same.</p><p>Press any key when you are ready to continue.</p></div>",76,html-keyboard-response,36,206650,5e95f0222ba0220532d5d682,3,NULL,NULL,NULL
161,6310.1,NULL,65,visual-search-circle,37,213968,5e95f0222ba0220532d5d682,3,1,true,cross
162,3758.84,NULL,76,visual-search-circle,38,219041,5e95f0222ba0220532d5d682,3,1,false,cross
163,1083.7,NULL,65,visual-search-circle,39,221432,5e95f0222ba0220532d5d682,3,1,true,cross
164,4009.73,NULL,76,visual-search-circle,40,226762,5e95f0222ba0220532d5d682,3,1,false,cross
165,2788.79,NULL,76,visual-search-circle,41,230885,5e95f0222ba0220532d5d682,3,1,false,cross
166,2473.48,NULL,76,visual-search-circle,42,234678,5e95f0222ba0220532d5d682,3,1,false,cross
167,2797.89,NULL,76,visual-search-circle,43,238794,5e95f0222ba0220532d5d682,3,1,false,cross
168,3110.78,NULL,76,visual-search-circle,44,243231,5e95f0222ba0220532d5d682,3,1,false,cross
169,2887.84,NULL,76,visual-search-circle,45,247431,5e95f0222ba0220532d5d682,3,1,false,cross
170,1077.7,NULL,65,visual-search-circle,46,249825,5e95f0222ba0220532d5d682,3,1,true,cross
171,2131.83,NULL,65,visual-search-circle,47,253282,5e95f0222ba0220532d5d682,3,1,true,cross
172,3017.69,NULL,76,visual-search-circle,48,257620,5e95f0222ba0220532d5d682,3,1,false,cross
173,4336.9,NULL,76,visual-search-circle,49,263277,5e95f0222ba0220532d5d682,3,1,false,cross
174,4515.69,NULL,76,visual-search-circle,50,269115,5e95f0222ba0220532d5d682,3,1,false,cross
175,1970.71,NULL,65,visual-search-circle,51,272410,5e95f0222ba0220532d5d682,3,1,true,cross
176,2215.18,NULL,65,visual-search-circle,52,275942,5e95f0222ba0220532d5d682,3,1,true,cross
177,3924.51,NULL,76,visual-search-circle,53,281183,5e95f0222ba0220532d5d682,3,1,false,cross
178,967.49,NULL,65,visual-search-circle,54,283470,5e95f0222ba0220532d5d682,3,1,true,cross
179,4084.39,NULL,76,visual-search-circle,55,288882,5e95f0222ba0220532d5d682,3,1,false,cross
180,1180.25,NULL,65,visual-search-circle,56,291385,5e95f0222ba0220532d5d682,3,1,true,cross
181,2661.72,NULL,65,visual-search-circle,57,295371,5e95f0222ba0220532d5d682,3,1,true,cross
182,1398.43,NULL,65,visual-search-circle,58,298083,5e95f0222ba0220532d5d682,3,1,true,cross
183,1040.94,NULL,65,visual-search-circle,59,300437,5e95f0222ba0220532d5d682,3,1,true,cross
184,932.12,NULL,65,visual-search-circle,60,302687,5e95f0222ba0220532d5d682,3,1,true,cross
185,1772,NULL,65,visual-search-circle,61,305767,5e95f0222ba0220532d5d682,3,1,true,cross
186,3232,NULL,76,visual-search-circle,62,310323,5e95f0222ba0220532d5d682,3,1,false,cross
187,10357.2,"<div style='width:800px;'><p>In this set of trials, the mismatching symbol will be presented to you in the center of the screen. You can use it as a reference to find the target.</p><p>Please focus your gaze on the symbol in the center until the symbol set is presented.</p><p>Press any key to continue.</p></div>",76,html-keyboard-response,63,320990,5e95f0222ba0220532d5d682,3,NULL,NULL,NULL
188,4036.45,"<p>Now you will complete three trials for practice.</p><p>Press the A key if one of the symbols does not match and the L key if they all match.</p><p>Press any key when you are ready to begin.</p>",76,html-keyboard-response,64,325027,5e95f0222ba0220532d5d682,3,NULL,NULL,NULL
189,4254.59,NULL,65,visual-search-circle,65,330296,5e95f0222ba0220532d5d682,3,,false,oddball
190,913.84,NULL,65,visual-search-circle,66,332528,5e95f0222ba0220532d5d682,3,,false,oddball
191,750.8,NULL,65,visual-search-circle,67,334598,5e95f0222ba0220532d5d682,3,,false,oddball
192,1469.28,"<p>Now you will proceed to the test trials.</p><p>Press the A key if one of the symbols does not match and the L key if they all match.</p><p>Press any key when you are ready to begin.</p>",65,html-keyboard-response,68,336373,5e95f0222ba0220532d5d682,3,NULL,NULL,NULL
193,810.98,NULL,65,visual-search-circle,69,338199,5e95f0222ba0220532d5d682,3,1,true,oddball
194,598.84,NULL,65,visual-search-circle,70,340115,5e95f0222ba0220532d5d682,3,,false,oddball
195,516.14,NULL,65,visual-search-circle,71,341952,5e95f0222ba0220532d5d682,3,1,true,oddball
196,723.5,NULL,65,visual-search-circle,72,343998,5e95f0222ba0220532d5d682,3,1,true,oddball
197,710.45,NULL,65,visual-search-circle,73,346029,5e95f0222ba0220532d5d682,3,,false,oddball
198,896.6,NULL,65,visual-search-circle,74,348244,5e95f0222ba0220532d5d682,3,,false,oddball
199,798.485,NULL,65,visual-search-circle,75,350368,5e95f0222ba0220532d5d682,3,,false,oddball
200,590.37,NULL,65,visual-search-circle,76,352272,5e95f0222ba0220532d5d682,3,,false,oddball
201,641.85,NULL,65,visual-search-circle,77,354242,5e95f0222ba0220532d5d682,3,1,true,oddball
202,743,NULL,76,visual-search-circle,78,356301,5e95f0222ba0220532d5d682,3,,true,oddball
203,632.92,NULL,65,visual-search-circle,79,358259,5e95f0222ba0220532d5d682,3,,false,oddball
204,689.65,NULL,65,visual-search-circle,80,360278,5e95f0222ba0220532d5d682,3,1,true,oddball
205,773.42,NULL,65,visual-search-circle,81,362381,5e95f0222ba0220532d5d682,3,,false,oddball
206,735.235,NULL,65,visual-search-circle,82,364445,5e95f0222ba0220532d5d682,3,1,true,oddball
207,543.72,NULL,65,visual-search-circle,83,366304,5e95f0222ba0220532d5d682,3,,false,oddball
208,510.615,NULL,65,visual-search-circle,84,368140,5e95f0222ba0220532d5d682,3,1,true,oddball
209,528.055,NULL,65,visual-search-circle,85,369979,5e95f0222ba0220532d5d682,3,,false,oddball
210,550.475,NULL,65,visual-search-circle,86,371862,5e95f0222ba0220532d5d682,3,,false,oddball
211,550.29,NULL,65,visual-search-circle,87,373726,5e95f0222ba0220532d5d682,3,1,true,oddball
212,516.085,NULL,65,visual-search-circle,88,375572,5e95f0222ba0220532d5d682,3,1,true,oddball
213,530.48,NULL,65,visual-search-circle,89,377418,5e95f0222ba0220532d5d682,3,1,true,oddball
214,519.325,NULL,65,visual-search-circle,90,379260,5e95f0222ba0220532d5d682,3,,false,oddball
215,743.835,NULL,65,visual-search-circle,91,381310,5e95f0222ba0220532d5d682,3,1,true,oddball
216,714.535,NULL,65,visual-search-circle,92,383355,5e95f0222ba0220532d5d682,3,1,true,oddball
217,822.87,NULL,65,visual-search-circle,93,385502,5e95f0222ba0220532d5d682,3,,false,oddball
218,606.74,NULL,65,visual-search-circle,94,387420,5e95f0222ba0220532d5d682,3,,false,oddball
219,4353.03,"<div style='width:800px;'><p>Now the symbols will switch, where the target symbol will now be the nontarget and vice versa.</p><p>The rest of the procedure will remain the same for the next chunk of trials, so please continue to press the A key if one of the symbols does not match and the L key if they are all the same.</p><p>Press any key when you are ready to continue.</p></div>",76,html-keyboard-response,95,392074,5e95f0222ba0220532d5d682,3,NULL,NULL,NULL
220,2543.83,NULL,65,visual-search-circle,96,395632,5e95f0222ba0220532d5d682,3,,false,oddball
221,1793.69,NULL,65,visual-search-circle,97,398744,5e95f0222ba0220532d5d682,3,1,true,oddball
222,807.59,NULL,65,visual-search-circle,98,400869,5e95f0222ba0220532d5d682,3,,false,oddball
223,619.995,NULL,65,visual-search-circle,99,402814,5e95f0222ba0220532d5d682,3,1,true,oddball
224,644.395,NULL,65,visual-search-circle,100,404787,5e95f0222ba0220532d5d682,3,1,true,oddball
225,662.86,NULL,76,visual-search-circle,101,406762,5e95f0222ba0220532d5d682,3,,true,oddball
226,560.305,NULL,65,visual-search-circle,102,408646,5e95f0222ba0220532d5d682,3,,false,oddball
227,1071.81,NULL,65,visual-search-circle,103,411031,5e95f0222ba0220532d5d682,3,,false,oddball
228,619.87,NULL,65,visual-search-circle,104,412961,5e95f0222ba0220532d5d682,3,,false,oddball
229,2420.09,NULL,65,visual-search-circle,105,416706,5e95f0222ba0220532d5d682,3,1,true,oddball
230,852.635,NULL,65,visual-search-circle,106,418872,5e95f0222ba0220532d5d682,3,,false,oddball
231,722.445,NULL,65,visual-search-circle,107,420915,5e95f0222ba0220532d5d682,3,1,true,oddball
232,653.465,NULL,65,visual-search-circle,108,422886,5e95f0222ba0220532d5d682,3,,false,oddball
